Datum,Zeitpunkt,Leitfähigkeit,Temperatur,pH,Redox,
03/04/21,21:15:58,58.7,59.1,12.464,-36.2,-1574
03/04/21,21:16:27,58.7,59.1,12.463,-35.3,-1573
03/04/21,21:16:59,58.7,59.1,12.464,-35.9,-1572
03/04/21,21:17:29,58.7,59.1,12.463,-36.2,-1571
03/04/21,21:17:59,58.7,59.1,12.463,-35.4,-1570
03/04/21,21:18:30,58.7,59.1,12.463,-34.7,-1569
03/04/21,21:19:12,58.7,59.1,12.463,-37.7,-1568
03/04/21,21:19:30,58.7,59.1,12.463,-37.3,-1567
03/04/21,21:20:00,58.7,59.1,12.463,-36.5,-1566
03/04/21,21:20:30,58.7,59.1,12.464,-35.9,-1565
03/04/21,21:21:00,58.7,59.1,12.463,-35.5,-1564
03/04/21,21:21:31,58.7,59.1,12.462,-36.4,-1563
03/04/21,21:22:01,58.7,59.1,12.463,-36.2,-1562
03/04/21,21:22:31,58.7,59.1,12.463,-36.4,-1561
03/04/21,21:23:16,58.7,59.1,12.463,-36.2,-1560
03/04/21,21:23:34,58.7,59.1,12.463,-35.6,-1559
03/04/21,21:24:16,58.7,59.1,12.463,-35.6,-1558
03/04/21,21:24:36,58.7,59.1,12.463,-36,-1557
03/04/21,21:25:02,58.7,59.1,12.463,-35.6,-1556
03/04/21,21:25:34,58.7,59.1,12.464,-36,-1555
03/04/21,21:26:02,58.7,59.1,12.464,-36.6,-1554
03/04/21,21:26:32,58.7,59.1,12.463,-36.6,-1553
03/04/21,21:27:09,58.7,59.1,12.464,-35.8,-1552
03/04/21,21:27:32,58.7,59.1,12.464,-35.2,-1551
03/04/21,21:28:03,58.7,59.1,12.464,-35.3,-1550
03/04/21,21:28:43,58.7,59.2,12.463,-35.7,-1549
03/04/21,21:29:03,58.7,59.1,12.463,-35.7,-1548
03/04/21,21:29:35,58.7,59.1,12.464,-35.6,-1547
03/04/21,21:30:03,58.7,59.1,12.464,-35.3,-1546
03/04/21,21:30:34,58.7,59.1,12.463,-36.1,-1545
03/04/21,21:31:16,58.7,59.1,12.464,-36.5,-1544
03/04/21,21:31:35,58.7,59.1,12.464,-37.3,-1543
03/04/21,21:32:16,58.7,59.1,12.463,-37.2,-1542
03/04/21,21:32:39,58.7,59.1,12.461,-37.3,-1541
03/04/21,21:33:06,58.7,59.1,12.462,-37.1,-1540
03/04/21,21:33:37,58.7,59.1,12.459,-35.3,-1539
03/04/21,21:34:08,58.8,59.2,12.462,-35,-1538
03/04/21,21:34:40,58.7,59.1,12.457,-35.7,-1537
03/04/21,21:35:09,58.7,59.1,12.46,-36.6,-1536
03/04/21,21:35:49,58.7,59.1,12.462,-36.8,-1535
03/04/21,21:36:11,58.7,59.1,12.459,-37.4,-1534
03/04/21,21:36:42,58.7,59.1,12.455,-36.2,-1533
03/04/21,21:37:12,58.7,59.1,12.458,-36.1,-1532
03/04/21,21:37:42,58.7,59.1,12.454,-36,-1531
03/04/21,21:38:18,58.7,59.1,12.457,-35.6,-1530
03/04/21,21:39:05,58.7,59.1,12.457,-36.6,-1529
03/04/21,21:39:18,58.7,59.1,12.458,-35.9,-1528
03/04/21,21:39:44,58.7,59.1,12.459,-36.4,-1527
03/04/21,21:40:14,58.7,59.1,12.459,-36.4,-1526
03/04/21,21:40:45,58.7,59.1,12.464,-35.5,-1525
03/04/21,21:41:15,58.7,59.1,12.461,-35.7,-1524
03/04/21,21:41:44,58.8,59.1,12.463,-35.9,-1523
03/04/21,21:42:14,58.7,59.1,12.463,-36.5,-1522
03/04/21,21:42:44,58.8,59.1,12.462,-36.9,-1521
03/04/21,21:43:15,58.7,59.1,12.46,-35.9,-1520
03/04/21,21:43:57,58.7,59.1,12.46,-38.1,-1519
03/04/21,21:44:15,58.7,59.1,12.462,-38.2,-1518
03/04/21,21:44:45,58.7,59.1,12.461,-39.6,-1517
03/04/21,21:45:19,58.7,59.1,12.46,-40.5,-1516
03/04/21,21:45:46,58.7,59.1,12.46,-39.4,-1515
03/04/21,21:46:18,58.7,59.1,12.455,-38.1,-1514
03/04/21,21:46:47,58.7,59.1,12.46,-37.4,-1513
03/04/21,21:47:18,58.7,59.1,12.465,-36.8,-1512
03/04/21,21:48:07,58.7,59.2,12.462,-37.7,-1511
03/04/21,21:48:19,58.7,59.1,12.463,-37.6,-1510
03/04/21,21:48:50,58.7,59.1,12.462,-37.8,-1509
03/04/21,21:49:20,58.7,59.1,12.464,-36.8,-1508
03/04/21,21:49:51,58.7,59.1,12.462,-36.7,-1507
03/04/21,21:50:21,58.7,59.1,12.466,-37.2,-1506
03/04/21,21:50:52,58.7,59.1,12.461,-37.2,-1505
03/04/21,21:51:22,58.7,59.1,12.461,-36.1,-1504
03/04/21,21:51:56,58.7,59.1,12.461,-36.4,-1503
03/04/21,21:52:23,58.7,59.1,12.464,-36.1,-1502
03/04/21,21:52:57,58.7,59.1,12.463,-37.4,-1501
03/04/21,21:53:24,58.6,59.2,12.462,-37,-1500
03/04/21,21:53:55,58.6,59.1,12.462,-38.3,-1499
03/04/21,21:54:24,58.6,59.1,12.46,-37.7,-1498
03/04/21,21:54:54,58.6,59.1,12.463,-36.8,-1497
03/04/21,21:55:25,58.6,59.1,12.46,-35.9,-1496
03/04/21,21:55:59,58.7,59.1,12.464,-37.4,-1495
03/04/21,21:56:26,58.6,59.1,12.463,-36.6,-1494
03/04/21,21:56:56,58.6,59.1,12.464,-36.9,-1493
03/04/21,21:57:27,58.6,59.1,12.464,-37.8,-1492
03/04/21,21:58:04,58.6,59.1,12.463,-36.3,-1491
03/04/21,21:58:31,58.6,59.1,12.463,-36.5,-1490
03/04/21,21:58:58,58.6,59.1,12.464,-38.8,-1489
03/04/21,21:59:28,58.6,59.1,12.465,-41,-1488
03/04/21,21:59:59,58.6,59.1,12.465,-41,-1487
03/04/21,22:00:30,58.7,59,12.465,-40.8,-1486
03/04/21,22:01:00,58.7,59.1,12.465,-39,-1485
03/04/21,22:01:30,58.7,59.1,12.465,-37.4,-1484
03/04/21,22:02:01,58.7,59.1,12.464,-37.8,-1483
03/04/21,22:02:32,58.7,59.1,12.463,-37.1,-1482
03/04/21,22:03:02,58.7,59.1,12.464,-37.7,-1481
03/04/21,22:03:32,58.7,59.1,12.465,-39.6,-1480
03/04/21,22:04:04,58.6,59.1,12.463,-38.6,-1479
03/04/21,22:04:38,58.7,59.1,12.463,-38,-1478
03/04/21,22:05:03,58.6,59.1,12.464,-37.5,-1477
03/04/21,22:05:36,58.7,59.1,12.464,-37.1,-1476
03/04/21,22:06:04,58.7,59.1,12.464,-36.8,-1475
03/04/21,22:06:34,58.7,59.1,12.464,-36.6,-1474
03/04/21,22:07:04,58.7,59.1,12.464,-37.5,-1473
03/04/21,22:07:35,58.7,59.1,12.464,-38.6,-1472
03/04/21,22:08:04,58.7,59.1,12.464,-38.1,-1471
03/04/21,22:08:35,58.7,59.1,12.465,-37.8,-1470
03/04/21,22:09:04,58.7,59.1,12.464,-38.2,-1469
03/04/21,22:09:35,58.7,59.1,12.464,-37.6,-1468
03/04/21,22:10:05,58.7,59.1,12.464,-37,-1467
03/04/21,22:10:35,58.7,59.1,12.463,-36.8,-1466
03/04/21,22:11:12,58.7,59.1,12.463,-38.2,-1465
03/04/21,22:11:40,58.7,59.1,12.464,-37.8,-1464
03/04/21,22:12:08,58.7,59.1,12.465,-37,-1463
03/04/21,22:12:50,58.7,59.1,12.465,-39.3,-1462
03/04/21,22:13:06,58.6,59.1,12.465,-38.6,-1461
03/04/21,22:13:37,58.7,59.1,12.465,-39.3,-1460
03/04/21,22:14:07,58.7,59.1,12.464,-38.7,-1459
03/04/21,22:14:39,58.6,59.1,12.464,-38.3,-1458
03/04/21,22:15:14,58.6,59.1,12.465,-36.8,-1457
03/04/21,22:15:39,58.6,59.1,12.464,-38.1,-1456
03/04/21,22:16:23,58.7,59.1,12.464,-36.8,-1455
03/04/21,22:16:40,58.7,59.1,12.464,-37.2,-1454
03/04/21,22:17:11,58.6,59.1,12.464,-37.6,-1453
03/04/21,22:17:49,58.7,59.1,12.464,-37.4,-1452
03/04/21,22:18:12,58.7,59.1,12.464,-38.2,-1451
03/04/21,22:18:43,58.7,59.1,12.463,-38,-1450
03/04/21,22:19:13,58.7,59.1,12.464,-38.1,-1449
03/04/21,22:19:43,58.7,59.1,12.464,-38.1,-1448
03/04/21,22:20:14,58.7,59.1,12.464,-37.1,-1447
03/04/21,22:20:44,58.6,59.1,12.464,-37.4,-1446
03/04/21,22:21:15,58.7,59.1,12.464,-37.4,-1445
03/04/21,22:21:46,58.7,59.1,12.466,-39.2,-1444
03/04/21,22:22:18,58.7,59.1,12.465,-37.8,-1443
03/04/21,22:22:47,58.6,59.1,12.465,-37.3,-1442
03/04/21,22:23:17,58.6,59.1,12.465,-37.1,-1441
03/04/21,22:23:47,58.6,59.1,12.465,-37.3,-1440
03/04/21,22:24:18,58.6,59.1,12.463,-37,-1439
03/04/21,22:24:48,58.6,59.1,12.463,-37.9,-1438
03/04/21,22:25:20,58.6,59.1,12.463,-38,-1437
03/04/21,22:25:48,58.6,59.1,12.463,-37.5,-1436
03/04/21,22:26:18,58.6,59.1,12.464,-37.8,-1435
03/04/21,22:26:48,58.6,59.1,12.464,-36.7,-1434
03/04/21,22:27:18,58.6,59.1,12.464,-36.3,-1433
03/04/21,22:27:49,58.6,59.1,12.463,-38.3,-1432
03/04/21,22:28:21,58.6,59.1,12.464,-38.9,-1431
03/04/21,22:28:56,58.6,59.1,12.464,-39.5,-1430
03/04/21,22:29:19,58.6,59.1,12.464,-38.3,-1429
03/04/21,22:29:51,58.6,59.1,12.464,-37.7,-1428
03/04/21,22:30:22,58.6,59.1,12.463,-37.4,-1427
03/04/21,22:30:51,58.6,59.1,12.463,-37.8,-1426
03/04/21,22:31:22,58.6,59.1,12.463,-37.7,-1425
03/04/21,22:31:59,58.6,59.1,12.464,-37.9,-1424
03/04/21,22:32:24,58.6,59.1,12.463,-37.5,-1423
03/04/21,22:32:55,58.5,59.1,12.464,-37.3,-1422
03/04/21,22:33:25,58.5,59.1,12.463,-37.2,-1421
03/04/21,22:33:57,58.6,59.1,12.463,-38.7,-1420
03/04/21,22:34:26,58.5,59.1,12.463,-38.1,-1419
03/04/21,22:34:57,58.5,59.1,12.464,-37.3,-1418
03/04/21,22:35:27,58.5,59.1,12.463,-37.4,-1417
03/04/21,22:35:58,58.6,59.1,12.463,-37.3,-1416
03/04/21,22:36:29,58.6,59.1,12.465,-37.4,-1415
03/04/21,22:36:59,58.6,59.1,12.465,-38.4,-1414
03/04/21,22:37:29,58.6,59.1,12.465,-38.9,-1413
03/04/21,22:38:00,58.5,59.1,12.464,-37.9,-1412
03/04/21,22:38:30,58.5,59.1,12.464,-37.4,-1411
03/04/21,22:39:01,58.6,59.1,12.463,-37.6,-1410
03/04/21,22:39:31,58.6,59.1,12.462,-37.9,-1409
03/04/21,22:40:02,58.6,59.1,12.46,-37.8,-1408
03/04/21,22:40:33,58.6,59.1,12.461,-38.6,-1407
03/04/21,22:41:03,58.6,59.1,12.461,-39.2,-1406
03/04/21,22:41:34,58.6,59.1,12.465,-37.8,-1405
03/04/21,22:42:08,58.6,59.1,12.461,-38.7,-1404
03/04/21,22:42:37,58.6,59.1,12.462,-38.2,-1403
03/04/21,22:43:14,58.6,59.1,12.462,-38.6,-1402
03/04/21,22:43:37,58.6,59.1,12.461,-38.6,-1401
03/04/21,22:44:05,58.6,59.1,12.465,-38.3,-1400
03/04/21,22:44:35,58.6,59.1,12.461,-40.5,-1399
03/04/21,22:45:05,58.6,59.1,12.465,-42.4,-1398
03/04/21,22:45:35,58.6,59.1,12.466,-42.6,-1397
03/04/21,22:46:15,58.5,59.1,12.462,-41.4,-1396
03/04/21,22:46:38,58.6,59.1,12.465,-40,-1395
03/04/21,22:47:06,58.5,59.1,12.459,-39.7,-1394
03/04/21,22:47:36,58.5,59.1,12.465,-38.2,-1393
03/04/21,22:48:07,58.6,59.1,12.462,-38,-1392
03/04/21,22:48:38,58.6,59.1,12.463,-38.4,-1391
03/04/21,22:49:10,58.6,59.1,12.463,-37.9,-1390
03/04/21,22:49:39,58.5,59.1,12.462,-38.4,-1389
03/04/21,22:50:09,58.6,59,12.463,-38,-1388
03/04/21,22:50:41,58.6,59.1,12.464,-38.8,-1387
03/04/21,22:51:09,58.5,59.1,12.462,-38.8,-1386
03/04/21,22:51:39,58.6,59.1,12.463,-38.7,-1385
03/04/21,22:52:09,58.5,59.1,12.461,-38.6,-1384
03/04/21,22:52:40,58.6,59.1,12.465,-39.4,-1383
03/04/21,22:53:10,58.6,59,12.461,-39.1,-1382
03/04/21,22:53:49,58.5,59.1,12.464,-38.4,-1381
03/04/21,22:54:10,58.6,59.1,12.464,-39,-1380
03/04/21,22:54:40,58.6,59.1,12.462,-40,-1379
03/04/21,22:55:10,58.6,59,12.463,-39.6,-1378
03/04/21,22:55:40,58.5,59.1,12.463,-39.3,-1377
03/04/21,22:56:13,58.5,59.1,12.461,-39.2,-1376
03/04/21,22:56:41,58.5,59.1,12.461,-38.9,-1375
03/04/21,22:57:11,58.6,59,12.463,-39,-1374
03/04/21,22:58:03,58.5,59.1,12.462,-39.5,-1373
03/04/21,22:58:12,58.5,59.1,12.464,-39.3,-1372
03/04/21,22:58:42,58.5,59.1,12.464,-39,-1371
03/04/21,22:59:14,58.5,59.1,12.464,-39.3,-1370
03/04/21,22:59:42,58.5,59.1,12.464,-39.4,-1369
03/04/21,23:00:13,58.5,59.1,12.461,-38.5,-1368
03/04/21,23:00:43,58.5,59,12.462,-39.3,-1367
03/04/21,23:01:14,58.5,59,12.46,-39.9,-1366
03/04/21,23:01:44,58.5,59,12.46,-38.4,-1365
03/04/21,23:02:15,58.5,59.1,12.462,-38.4,-1364
03/04/21,23:02:46,58.4,59.1,12.459,-38.7,-1363
03/04/21,23:03:17,58.4,59.1,12.465,-38.2,-1362
03/04/21,23:03:47,58.4,59.1,12.461,-40.2,-1361
03/04/21,23:04:22,58.4,59.1,12.461,-39.9,-1360
03/04/21,23:04:47,58.4,59.1,12.462,-39.9,-1359
03/04/21,23:05:18,58.4,59.1,12.464,-39.9,-1358
03/04/21,23:05:48,58.3,59.1,12.465,-38.8,-1357
03/04/21,23:06:20,58.3,59.1,12.464,-38.7,-1356
03/04/21,23:06:50,58.4,59.1,12.466,-39.1,-1355
03/04/21,23:07:22,58.3,59.1,12.465,-38.3,-1354
03/04/21,23:07:51,58.4,59,12.462,-38.7,-1353
03/04/21,23:08:23,58.3,59.1,12.461,-38.4,-1352
03/04/21,23:08:51,58.4,59,12.465,-38.7,-1351
03/04/21,23:09:21,58.3,59.1,12.466,-38.7,-1350
03/04/21,23:09:52,58.3,59,12.464,-38.9,-1349
03/04/21,23:10:22,58.3,59.1,12.464,-38.9,-1348
03/04/21,23:10:56,58.3,59,12.467,-39.7,-1347
03/04/21,23:11:24,58.3,59,12.463,-39.4,-1346
03/04/21,23:12:00,58.3,59,12.464,-39,-1345
03/04/21,23:12:24,58.3,59,12.463,-38.8,-1344
03/04/21,23:12:58,58.3,59.1,12.463,-39.9,-1343
03/04/21,23:13:36,58.3,59,12.463,-39.2,-1342
03/04/21,23:13:54,58.3,59.1,12.461,-39.5,-1341
03/04/21,23:14:24,58.3,59,12.467,-39.3,-1340
03/04/21,23:14:55,58.3,59,12.466,-38.7,-1339
03/04/21,23:15:25,58.2,59.1,12.465,-40.1,-1338
03/04/21,23:15:56,58.2,59,12.462,-38.8,-1337
03/04/21,23:16:27,58.3,59,12.465,-39.3,-1336
03/04/21,23:17:00,58.3,59,12.464,-40.5,-1335
03/04/21,23:17:33,58.2,59,12.463,-41.6,-1334
03/04/21,23:17:58,58.3,59,12.467,-43.1,-1333
03/04/21,23:18:27,58.3,59,12.465,-40.6,-1332
03/04/21,23:18:59,58.3,59.1,12.468,-40,-1331
03/04/21,23:19:27,58.2,59.1,12.467,-39,-1330
03/04/21,23:19:57,58.3,59,12.463,-39.6,-1329
03/04/21,23:20:29,58.3,59,12.46,-40,-1328
03/04/21,23:21:09,58.2,59,12.465,-40.1,-1327
03/04/21,23:21:27,58.2,59.1,12.465,-40.5,-1326
03/04/21,23:21:57,58.3,59,12.464,-39.8,-1325
03/04/21,23:22:27,58.3,59,12.463,-40.4,-1324
03/04/21,23:22:57,58.3,59,12.464,-40.6,-1323
03/04/21,23:23:28,58.3,59,12.464,-40.7,-1322
03/04/21,23:24:00,58.3,59,12.465,-40.4,-1321
03/04/21,23:24:31,58.3,59,12.463,-39.8,-1320
03/04/21,23:25:11,58.3,59,12.465,-39.7,-1319
03/04/21,23:25:30,58.3,59,12.465,-40.7,-1318
03/04/21,23:26:00,58.3,59,12.466,-40.5,-1317
03/04/21,23:26:31,58.3,59,12.464,-41,-1316
03/04/21,23:27:02,58.3,59.1,12.463,-41.3,-1315
03/04/21,23:27:35,58.4,59,12.462,-40.2,-1314
03/04/21,23:28:04,58.3,59,12.464,-39.9,-1313
03/04/21,23:28:39,58.3,59,12.462,-39.9,-1312
03/04/21,23:29:04,58.3,59.1,12.463,-40,-1311
03/04/21,23:29:37,58.4,59.1,12.463,-39.7,-1310
03/04/21,23:30:05,58.3,59.1,12.465,-40.1,-1309
03/04/21,23:30:34,58.3,59,12.464,-40.3,-1308
03/04/21,23:31:06,58.4,59,12.465,-40.9,-1307
03/04/21,23:31:37,58.4,59,12.464,-40.5,-1306
03/04/21,23:32:06,58.3,59.1,12.461,-40.5,-1305
03/04/21,23:32:36,58.4,59,12.462,-41.1,-1304
03/04/21,23:33:08,58.4,59,12.461,-40.3,-1303
03/04/21,23:33:39,58.4,59,12.46,-40.7,-1302
03/04/21,23:34:09,58.4,59,12.462,-41.4,-1301
03/04/21,23:34:43,58.3,59,12.463,-40.1,-1300
03/04/21,23:35:13,58.3,59.1,12.464,-41.4,-1299
03/04/21,23:35:41,58.3,59.1,12.463,-40.9,-1298
03/04/21,23:36:12,58.3,59.1,12.461,-40.8,-1297
03/04/21,23:36:42,58.3,59.1,12.457,-40.7,-1296
03/04/21,23:37:19,58.4,59,12.466,-41.1,-1295
03/04/21,23:37:50,58.3,59.1,12.463,-41.2,-1294
03/04/21,23:38:19,58.3,59.1,12.46,-42.1,-1293
03/04/21,23:38:44,58.4,59,12.462,-42,-1292
03/04/21,23:39:17,58.4,59,12.463,-43.1,-1291
03/04/21,23:39:46,58.4,59,12.463,-42.5,-1290
03/04/21,23:40:16,58.3,59.1,12.462,-43.9,-1289
03/04/21,23:40:48,58.4,59,12.464,-42.3,-1288
03/04/21,23:41:20,58.4,59,12.466,-41.3,-1287
03/04/21,23:41:47,58.4,59,12.465,-40.6,-1286
03/04/21,23:42:18,58.4,59.1,12.466,-41.1,-1285
03/04/21,23:42:53,58.4,59,12.466,-41.6,-1284
03/04/21,23:43:20,58.4,59.1,12.465,-42,-1283
03/04/21,23:43:52,58.4,59.1,12.465,-41.3,-1282
03/04/21,23:44:33,58.4,59.1,12.465,-40.8,-1281
03/04/21,23:44:53,58.4,59.1,12.465,-41,-1280
03/04/21,23:45:21,58.5,59,12.466,-40.6,-1279
03/04/21,23:45:51,58.4,59.1,12.465,-41.4,-1278
03/04/21,23:46:21,58.4,59.1,12.466,-42.4,-1277
03/04/21,23:46:52,58.4,59.1,12.466,-42.2,-1276
03/04/21,23:47:35,58.4,59,12.466,-40.8,-1275
03/04/21,23:47:53,58.4,59,12.466,-41.3,-1274
03/04/21,23:48:22,58.4,59.1,12.466,-40.9,-1273
03/04/21,23:48:52,58.5,59,12.467,-40.5,-1272
03/04/21,23:49:23,58.4,59,12.466,-40.6,-1271
03/04/21,23:49:57,58.4,59.1,12.466,-41.6,-1270
03/04/21,23:50:26,58.4,59.1,12.465,-40.4,-1269
03/04/21,23:50:56,58.4,59.1,12.466,-41.4,-1268
03/04/21,23:51:36,58.5,59,12.466,-42.2,-1267
03/04/21,23:51:55,58.4,59,12.466,-41.2,-1266
03/04/21,23:52:33,58.4,59,12.466,-41.3,-1265
03/04/21,23:52:56,58.4,59.1,12.466,-42,-1264
03/04/21,23:53:27,58.4,59,12.465,-41.4,-1263
03/04/21,23:53:58,58.4,59,12.466,-41.9,-1262
03/04/21,23:54:44,58.4,59.1,12.466,-41,-1261
03/04/21,23:54:59,58.4,59.1,12.465,-40.7,-1260
03/04/21,23:55:29,58.4,59,12.465,-40.5,-1259
03/04/21,23:55:59,58.5,59.1,12.465,-40.8,-1258
03/04/21,23:56:31,58.4,59.1,12.465,-41.7,-1257
03/04/21,23:57:01,58.5,59,12.465,-41.2,-1256
03/04/21,23:57:31,58.4,59.1,12.466,-40.9,-1255
03/04/21,23:58:01,58.4,59.1,12.465,-42.3,-1254
03/04/21,23:58:32,58.4,59,12.466,-41.4,-1253
03/04/21,23:59:03,58.4,59,12.467,-42.4,-1252
03/04/21,23:59:32,58.4,59.1,12.466,-42.5,-1251
03/05/21,0:00:03,58.4,59,12.466,-43,-1250
03/05/21,0:00:34,58.4,59,12.465,-42,-1249
03/05/21,0:01:04,58.4,59,12.465,-42.4,-1248
03/05/21,0:01:35,58.4,59.1,12.465,-42.4,-1247
03/05/21,0:02:04,58.4,59.1,12.464,-42.7,-1246
03/05/21,0:02:40,58.4,59,12.464,-42.7,-1245
03/05/21,0:03:06,58.4,59.1,12.464,-43,-1244
03/05/21,0:03:35,58.4,59,12.466,-42.5,-1243
03/05/21,0:04:16,58.4,59.1,12.466,-42.7,-1242
03/05/21,0:04:37,58.4,59.1,12.464,-42.8,-1241
03/05/21,0:05:12,58.4,59,12.464,-42,-1240
03/05/21,0:05:37,58.3,59.1,12.462,-42.2,-1239
03/05/21,0:06:08,58.3,59.1,12.465,-41.8,-1238
03/05/21,0:06:38,58.4,59.1,12.466,-41.7,-1237
03/05/21,0:07:07,58.4,59.1,12.465,-42.2,-1236
03/05/21,0:07:37,58.4,59,12.467,-42.4,-1235
03/05/21,0:08:16,58.4,59,12.466,-42.4,-1234
03/05/21,0:08:39,58.4,59.1,12.466,-42.5,-1233
03/05/21,0:09:10,58.4,59.1,12.466,-42,-1232
03/05/21,0:09:40,58.4,59.1,12.465,-43,-1231
03/05/21,0:10:10,58.4,59.1,12.465,-43.8,-1230
03/05/21,0:10:42,58.4,59.1,12.465,-43.1,-1229
03/05/21,0:11:11,58.4,59,12.465,-43.4,-1228
03/05/21,0:11:50,58.4,59.1,12.465,-42.4,-1227
03/05/21,0:12:12,58.3,59.1,12.465,-42.7,-1226
03/05/21,0:12:43,58.3,59.1,12.466,-43.7,-1225
03/05/21,0:13:12,58.4,59.1,12.466,-43.9,-1224
03/05/21,0:13:42,58.4,59,12.467,-42.7,-1223
03/05/21,0:14:19,58.4,59.1,12.466,-42.4,-1222
03/05/21,0:15:07,58.4,59.1,12.466,-42.4,-1221
03/05/21,0:15:18,58.4,59.1,12.466,-42.5,-1220
03/05/21,0:15:43,58.4,59,12.465,-42.7,-1219
03/05/21,0:16:13,58.4,59.1,12.465,-43.8,-1218
03/05/21,0:16:44,58.4,59.1,12.465,-43.3,-1217
03/05/21,0:17:14,58.4,59.1,12.466,-42.8,-1216
03/05/21,0:17:45,58.4,59,12.465,-42,-1215
03/05/21,0:18:15,58.4,59.1,12.466,-42.6,-1214
03/05/21,0:18:46,58.4,59,12.466,-41.5,-1213
03/05/21,0:19:17,58.4,59,12.466,-43.1,-1212
03/05/21,0:19:47,58.3,59.1,12.466,-43,-1211
03/05/21,0:20:20,58.3,59.1,12.466,-43.1,-1210
03/05/21,0:20:55,58.3,59.1,12.466,-42.4,-1209
03/05/21,0:21:22,58.3,59.1,12.464,-42.6,-1208
03/05/21,0:21:48,58.3,59.1,12.465,-42.7,-1207
03/05/21,0:22:20,58.3,59.1,12.464,-42.5,-1206
03/05/21,0:22:56,58.3,59.1,12.465,-42.9,-1205
03/05/21,0:23:21,58.3,59.1,12.465,-42.4,-1204
03/05/21,0:23:51,58.3,59.1,12.466,-42.6,-1203
03/05/21,0:24:19,58.3,59.1,12.465,-43,-1202
03/05/21,0:25:08,58.3,59.1,12.466,-43.5,-1201
03/05/21,0:25:20,58.3,59,12.466,-43.3,-1200
03/05/21,0:25:50,58.3,59.1,12.466,-43.9,-1199
03/05/21,0:26:21,58.3,59.1,12.466,-43.1,-1198
03/05/21,0:26:53,58.3,59,12.467,-42.8,-1197
03/05/21,0:27:22,58.3,59,12.466,-43.1,-1196
03/05/21,0:27:53,58.3,59.1,12.466,-42.7,-1195
03/05/21,0:28:23,58.3,59.1,12.465,-43.8,-1194
03/05/21,0:28:54,58.3,59.1,12.467,-43.2,-1193
03/05/21,0:29:25,58.3,59,12.466,-44.6,-1192
03/05/21,0:29:56,58.3,59.1,12.466,-43,-1191
03/05/21,0:30:25,58.3,59.1,12.466,-43.9,-1190
03/05/21,0:30:55,58.3,59,12.467,-43.5,-1189
03/05/21,0:31:27,58.3,59.1,12.465,-43.5,-1188
03/05/21,0:31:57,58.3,59.1,12.466,-43.5,-1187
03/05/21,0:32:33,58.3,59,12.467,-44.3,-1186
03/05/21,0:32:56,58.2,59.1,12.466,-44.2,-1185
03/05/21,0:33:28,58.3,59.1,12.465,-44.1,-1184
03/05/21,0:33:58,58.3,59.1,12.467,-44.1,-1183
03/05/21,0:34:35,58.3,59,12.467,-43.2,-1182
03/05/21,0:34:58,58.3,59.1,12.466,-43.7,-1181
03/05/21,0:35:31,58.3,59.1,12.466,-43.3,-1180
03/05/21,0:35:58,58.3,59,12.466,-42.7,-1179
03/05/21,0:36:29,58.3,59.1,12.466,-43.6,-1178
03/05/21,0:37:08,58.3,59,12.466,-43.3,-1177
03/05/21,0:37:29,58.3,59.1,12.466,-43.1,-1176
03/05/21,0:38:00,58.2,59.1,12.466,-43.6,-1175
03/05/21,0:38:29,58.3,59.1,12.466,-43.7,-1174
03/05/21,0:38:59,58.2,59.1,12.466,-44.2,-1173
03/05/21,0:39:31,58.3,59,12.465,-44.5,-1172
03/05/21,0:40:10,58.2,59.1,12.466,-44.2,-1171
03/05/21,0:40:29,58.2,59.1,12.465,-43.5,-1170
03/05/21,0:41:01,58.3,59,12.465,-43.7,-1169
03/05/21,0:41:31,58.3,59,12.466,-44.1,-1168
03/05/21,0:42:01,58.2,59,12.466,-44.2,-1167
03/05/21,0:42:31,58.3,59.1,12.467,-43.7,-1166
03/05/21,0:43:02,58.3,59,12.467,-44.3,-1165
03/05/21,0:43:39,58.2,59.1,12.467,-43.7,-1164
03/05/21,0:44:15,58.2,59.1,12.466,-44.1,-1163
03/05/21,0:44:34,58.2,59,12.466,-45,-1162
03/05/21,0:45:04,58.2,59.1,12.467,-43.9,-1161
03/05/21,0:45:35,58.2,59,12.465,-44.5,-1160
03/05/21,0:46:05,58.2,59.1,12.465,-44.5,-1159
03/05/21,0:46:36,58.2,59.1,12.465,-43.1,-1158
03/05/21,0:47:07,58.2,59,12.464,-42.7,-1157
03/05/21,0:47:39,58.2,59.1,12.465,-43.5,-1156
03/05/21,0:48:08,58.2,59.1,12.466,-43.9,-1155
03/05/21,0:48:42,58.2,59.1,12.466,-44.8,-1154
03/05/21,0:49:08,57.8,59.1,12.466,-44.9,-1153
03/05/21,0:49:38,58,59,12.467,-44.7,-1152
03/05/21,0:50:26,58.1,59,12.468,-44.5,-1151
03/05/21,0:50:41,58.1,59,12.466,-45.4,-1150
03/05/21,0:51:13,58.1,59.1,12.467,-44.3,-1149
03/05/21,0:51:42,58.1,59,12.464,-44.8,-1148
03/05/21,0:52:12,58.1,59,12.466,-44.6,-1147
03/05/21,0:52:42,58.2,59,12.466,-44.5,-1146
03/05/21,0:53:18,58.1,59.1,12.466,-44.6,-1145
03/05/21,0:53:44,58.1,59.1,12.465,-44.5,-1144
03/05/21,0:54:16,58.1,59.1,12.466,-45.4,-1143
